[ 2024-05-23 20:50:20,826 ] 96 werkzeug - WARNING -  * Debugger is active!
[ 2024-05-23 20:50:20,827 ] 96 werkzeug - INFO -  * Debugger PIN: 180-553-601
[ 2024-05-23 20:50:20,897 ] 19 root - INFO - Starting re - training
[ 2024-05-23 20:50:20,897 ] 21 root - INFO - Data Ingestion methods starts
[ 2024-05-23 20:50:20,900 ] 24 root - INFO - Dataset read as dataframe
[ 2024-05-23 20:50:20,910 ] 30 root - INFO - Train test split
[ 2024-05-23 20:50:20,916 ] 36 root - INFO - Ingestion of the data is completed
[ 2024-05-23 20:50:20,941 ] 35 root - INFO - Transformation of the data is started
[ 2024-05-23 20:50:20,956 ] 43 root - INFO - Transformation of the data is completed
[ 2024-05-23 20:50:20,972 ] 62 root - INFO - Initializing PyCaret setup
[ 2024-05-23 20:50:23,942 ] 1026 httpx - INFO - HTTP Request: GET https://api.gradio.app/gradio-messaging/en "HTTP/1.1 200 OK"
[ 2024-05-23 20:50:24,047 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\plot.py', reloading
[ 2024-05-23 20:50:24,062 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\bar_plot.py', reloading
[ 2024-05-23 20:50:24,078 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\button.py', reloading
[ 2024-05-23 20:50:24,094 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\chatbot.py', reloading
[ 2024-05-23 20:50:24,109 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\checkbox.py', reloading
[ 2024-05-23 20:50:24,141 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\checkboxgroup.py', reloading
[ 2024-05-23 20:50:24,158 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\clear_button.py', reloading
[ 2024-05-23 20:50:24,173 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\code.py', reloading
[ 2024-05-23 20:50:24,182 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\color_picker.py', reloading
[ 2024-05-23 20:50:24,224 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\dataframe.py', reloading
[ 2024-05-23 20:50:24,250 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\dataset.py', reloading
[ 2024-05-23 20:50:24,264 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\download_button.py', reloading
[ 2024-05-23 20:50:24,284 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\dropdown.py', reloading
[ 2024-05-23 20:50:24,300 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\duplicate_button.py', reloading
[ 2024-05-23 20:50:24,304 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\fallback.py', reloading
[ 2024-05-23 20:50:24,323 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\file.py', reloading
[ 2024-05-23 20:50:24,336 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\file_explorer.py', reloading
[ 2024-05-23 20:50:24,352 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\gallery.py', reloading
[ 2024-05-23 20:50:24,368 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\highlighted_text.py', reloading
[ 2024-05-23 20:50:24,384 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\html.py', reloading
[ 2024-05-23 20:50:24,399 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\image.py', reloading
[ 2024-05-23 20:50:24,430 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\image_editor.py', reloading
[ 2024-05-23 20:50:24,447 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\jesus\\anaconda3\\envs\\personal_projects\\Lib\\site-packages\\gradio\\components\\json_component.py', reloading
